date,rate
1996-12-03,113.25
1996-12-04,113.13
1996-12-05,112.35
1996-12-06,112.86
1996-12-09,113.45
1996-12-10,113.41
1996-12-11,112.93
1996-12-12,113.15
1996-12-13,113.9
1996-12-16,113.83
1996-12-17,113.85
1996-12-18,113.66
1996-12-19,113.98
1996-12-20,114.25
1996-12-23,114.05
1996-12-24,114.36
1996-12-25,114.6
1996-12-26,114.9
1996-12-27,115.25
1996-12-30,116.08
1996-12-31,115.9
1997-01-02,115.6
1997-01-03,116.28
1997-01-06,115.75
1997-01-07,115.25
1997-01-08,115.73
1997-01-09,116.36
1997-01-10,116.05
1997-01-13,116.45
1997-01-14,116.86
1997-01-15,116.85
1997-01-16,116.48
1997-01-17,117.3
1997-01-20,117.98
1997-01-21,117.9
1997-01-22,118.96
1997-01-23,119.31
1997-01-24,118.9
1997-01-27,119.5
1997-01-28,121.05
1997-01-29,122.16
1997-01-30,121.78
1997-01-31,121.4
1997-02-03,121.64
1997-02-04,122.43
1997-02-05,123.35
1997-02-06,123.73
1997-02-07,122.9
1997-02-10,122.75
1997-02-11,123.3
1997-02-12,124.22
1997-02-13,124.35
1997-02-14,124.3
1997-02-17,124.3
1997-02-18,123.85
1997-02-19,124.43
1997-02-20,122.42
1997-02-21,123.25
1997-02-24,122.18
1997-02-25,121.6
1997-02-26,122.02
1997-02-27,120.62
1997-02-28,120.1
1997-03-03,121.24
1997-03-04,122.14
1997-03-05,121.1
1997-03-06,121.12
1997-03-07,121.9
1997-03-10,121.6
1997-03-11,121.8
1997-03-12,122.1
1997-03-13,123.4
1997-03-14,123.4
1997-03-17,123.7
1997-03-18,122.45
1997-03-19,122.75
1997-03-20,123.72
1997-03-21,122.75
1997-03-24,122.94
1997-03-25,123.74
1997-03-26,124.05
1997-03-27,123.61
1997-03-28,124.08
1997-03-31,123.75
1997-04-01,121.73
1997-04-02,123.25
1997-04-03,122.57
1997-04-04,124.27
1997-04-07,125.69
1997-04-08,126.29
1997-04-09,126.8
1997-04-10,125.65
1997-04-11,126.1
1997-04-14,126.55
1997-04-15,126.0
1997-04-16,125.8
1997-04-17,125.9
1997-04-18,125.8
1997-04-21,125.36
1997-04-22,126.3
1997-04-23,126.05
1997-04-24,126.1
1997-04-25,126.25
1997-04-28,126.85
1997-04-29,126.83
1997-04-30,127.08
1997-05-01,126.5
1997-05-02,126.65
1997-05-05,126.62
1997-05-06,125.37
1997-05-07,125.1
1997-05-08,123.65
1997-05-09,120.0
1997-05-12,119.35
1997-05-13,118.44
1997-05-14,116.9
1997-05-15,115.75
1997-05-16,115.75
1997-05-19,115.62
1997-05-20,112.65
1997-05-21,114.25
1997-05-22,116.05
1997-05-23,115.5
1997-05-26,116.23
1997-05-27,116.62
1997-05-28,115.65
1997-05-29,116.3
1997-05-30,116.15
1997-06-02,116.6
1997-06-03,116.0
1997-06-04,116.35
1997-06-05,115.6
1997-06-06,114.2
1997-06-09,112.95
1997-06-10,112.25
1997-06-11,111.3
1997-06-12,114.25
1997-06-13,114.84
1997-06-16,113.18
1997-06-17,113.2
1997-06-18,113.5
1997-06-19,114.2
1997-06-20,114.9
1997-06-23,114.73
1997-06-24,114.8
1997-06-25,113.75
1997-06-26,113.15
1997-06-27,114.55
1997-06-30,114.55
1997-07-01,114.85
1997-07-02,114.4
1997-07-03,113.61
1997-07-04,114.2
1997-07-07,112.7
1997-07-08,113.23
1997-07-09,112.71
1997-07-10,113.1
1997-07-11,114.2
1997-07-14,113.78
1997-07-15,115.6
1997-07-16,115.55
1997-07-17,115.8
1997-07-18,115.45
1997-07-21,116.15
1997-07-22,115.1
1997-07-23,115.6
1997-07-24,116.02
1997-07-25,116.88
1997-07-28,117.8
1997-07-29,118.35
1997-07-30,118.15
1997-07-31,118.5
1997-08-01,118.4
1997-08-04,118.1
1997-08-05,119.2
1997-08-06,118.53
1997-08-07,118.38
1997-08-08,114.55
1997-08-11,116.1
1997-08-12,116.3
1997-08-13,115.7
1997-08-14,117.8
1997-08-15,117.35
1997-08-18,117.95
1997-08-19,118.2
1997-08-20,117.65
1997-08-21,117.14
1997-08-22,118.38
1997-08-25,118.7
1997-08-26,118.0
1997-08-27,118.72
1997-08-28,118.87
1997-08-29,120.85
1997-09-01,120.85
1997-09-02,121.47
1997-09-03,120.8
1997-09-04,121.05
1997-09-05,121.15
1997-09-08,121.1
1997-09-09,118.74
1997-09-10,119.07
1997-09-11,119.57
1997-09-12,120.95
1997-09-15,120.15
1997-09-16,121.22
1997-09-17,120.9
1997-09-18,121.8
1997-09-19,122.13
1997-09-22,121.81
1997-09-23,122.01
1997-09-24,120.25
1997-09-25,121.08
1997-09-26,121.15
1997-09-29,120.82
1997-09-30,120.5
1997-10-01,120.88
1997-10-02,121.7
1997-10-03,122.04
1997-10-06,121.9
1997-10-07,122.4
1997-10-08,121.1
1997-10-09,121.15
1997-10-10,120.05
1997-10-13,121.0
1997-10-14,121.66
1997-10-15,121.0
1997-10-16,119.67
1997-10-17,120.73
1997-10-20,121.1
1997-10-21,120.85
1997-10-22,120.75
1997-10-23,121.83
1997-10-24,122.08
1997-10-27,121.55
1997-10-28,120.53
1997-10-29,120.8
1997-10-30,119.99
1997-10-31,120.37
1997-11-03,121.42
1997-11-04,122.0
1997-11-05,123.06
1997-11-06,123.23
1997-11-07,124.3
1997-11-10,124.37
1997-11-11,124.8
1997-11-12,126.5
1997-11-13,125.76
1997-11-14,125.35
1997-11-17,125.55
1997-11-18,126.1
1997-11-19,127.01
1997-11-20,125.88
1997-11-21,126.47
1997-11-24,126.81
1997-11-25,127.26
1997-11-26,126.99
1997-11-27,126.9
1997-11-28,127.85
1997-12-01,128.55
1997-12-02,128.58
1997-12-03,128.76
1997-12-04,129.32
1997-12-05,130.22
1997-12-08,130.35
1997-12-09,129.71
1997-12-10,129.4
1997-12-11,129.79
1997-12-12,130.3
1997-12-15,130.83
1997-12-16,130.75
1997-12-17,127.0
1997-12-18,128.67
1997-12-19,129.23
1997-12-22,130.12
1997-12-23,129.23
1997-12-24,129.7
1997-12-25,130.0
1997-12-26,130.4
1997-12-29,129.32
1997-12-30,130.08
1997-12-31,130.61
1998-01-02,132.38
1998-01-05,133.55
1998-01-06,133.67
1998-01-07,131.52
1998-01-08,132.6
1998-01-09,131.98
1998-01-12,132.66
1998-01-13,131.4
1998-01-14,130.93
1998-01-15,129.81
1998-01-16,129.23
1998-01-19,129.0
1998-01-20,128.4
1998-01-21,126.99
1998-01-22,127.15
1998-01-23,125.55
1998-01-26,126.48
1998-01-27,125.33
1998-01-28,125.03
1998-01-29,125.8
1998-01-30,127.0
1998-02-02,126.4
1998-02-03,125.78
1998-02-04,123.68
1998-02-05,123.55
1998-02-06,123.85
1998-02-09,124.08
1998-02-10,123.22
1998-02-11,123.49
1998-02-12,124.66
1998-02-13,125.14
1998-02-16,125.87
1998-02-17,126.5
1998-02-18,126.4
1998-02-19,125.92
1998-02-20,127.78
1998-02-23,127.79
1998-02-24,127.93
1998-02-25,128.48
1998-02-26,127.17
1998-02-27,126.1
1998-03-02,125.48
1998-03-03,126.18
1998-03-04,126.7
1998-03-05,127.86
1998-03-06,127.66
1998-03-09,127.78
1998-03-10,127.4
1998-03-11,129.4
1998-03-12,129.08
1998-03-13,127.8
1998-03-16,129.57
1998-03-17,128.8
1998-03-18,130.02
1998-03-19,130.79
1998-03-20,130.4
1998-03-23,130.45
1998-03-24,130.27
1998-03-25,128.82
1998-03-26,128.41
1998-03-27,130.3
1998-03-30,131.92
1998-03-31,133.1
1998-04-01,133.6
1998-04-02,133.67
1998-04-03,135.15
1998-04-06,134.7
1998-04-07,133.43
1998-04-08,131.35
1998-04-09,131.3
1998-04-10,128.62
1998-04-13,129.54
1998-04-14,129.47
1998-04-15,130.32
1998-04-16,131.73
1998-04-17,131.7
1998-04-20,132.1
1998-04-21,131.26
1998-04-22,130.41
1998-04-23,129.95
1998-04-24,131.13
1998-04-27,132.25
1998-04-28,132.2
1998-04-29,132.23
1998-04-30,132.72
1998-05-01,133.4
1998-05-04,132.98
1998-05-05,131.53
1998-05-06,133.12
1998-05-07,133.27
1998-05-08,132.85
1998-05-11,132.85
1998-05-12,133.95
1998-05-13,134.05
1998-05-14,133.63
1998-05-15,134.42
1998-05-18,136.1
1998-05-19,136.38
1998-05-20,135.95
1998-05-21,134.97
1998-05-22,135.8
1998-05-25,136.93
1998-05-26,137.8
1998-05-27,137.45
1998-05-28,138.75
1998-05-29,138.75
